signature,n,denominator,share
test | tests | support_only | backend_agnostic,133,5649,0.023543990086741014
bugfix | production_code | distributed_execution+model_implementation+moe+speculative_decoding | nvidia_cuda,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | lora+model_implementation | backend_agnostic,1,5649,0.0001770224818551956
maintenance | production_code | attention+configuration_shared_infrastructure+kernels_operators | intel_xpu,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | attention+compilation+input_processing_multimodal+model_implementation+model_loading_layers | backend_agnostic,1,5649,0.0001770224818551956
performance | ci+production_code+tests | kernels_operators+moe+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code+tests | attention+kernels_operators+model_implementation+speculative_decoding | amd_rocm,1,5649,0.0001770224818551956
bugfix | production_code | model_implementation+moe+quantization | backend_agnostic,1,5649,0.0001770224818551956
performance | benchmarks+documentation_examples+production_code+tests | attention | amd_rocm+intel_xpu+nvidia_cuda,1,5649,0.0001770224818551956
feature | build+production_code+tests | quantization | intel_xpu,1,5649,0.0001770224818551956
feature | production_code+tests | model_implementation | amd_rocm,1,5649,0.0001770224818551956
feature | production_code | attention+model_implementation+speculative_decoding | backend_agnostic,1,5649,0.0001770224818551956
feature | build+documentation_examples+production_code+tests | attention+distributed_execution+speculative_decoding | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code | attention+compilation+speculative_decoding+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code | input_processing_multimodal | intel_xpu,1,5649,0.0001770224818551956
feature | production_code+tests | lora+model_loading_layers+sampling+speculative_decoding | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code | attention | amd_rocm+cpu+nvidia_cuda,1,5649,0.0001770224818551956
performance | production_code | compilation+distributed_execution+quantization | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code | distributed_execution+model_implementation+moe+speculative_decoding | backend_agnostic,1,5649,0.0001770224818551956
bugfix | build+production_code | device_platform+distributed_execution+worker_model_runner | cpu,1,5649,0.0001770224818551956
feature | production_code | attention+kernels_operators+speculative_decoding | cpu,1,5649,0.0001770224818551956
performance | benchmarks+build+production_code+tests | kernels_operators+quantization | amd_rocm,1,5649,0.0001770224818551956
feature | benchmarks+build+developer_tooling+documentation_examples+production_code+tests | other | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code | kernels_operators+reliability_observability | nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code+tests | lora+model_implementation+moe | nvidia_cuda,1,5649,0.0001770224818551956
maintenance | documentation_examples+production_code | configuration_shared_infrastructure | amd_rocm+google_tpu+nvidia_cuda,1,5649,0.0001770224818551956
bugfix | benchmarks+production_code+tests | attention+kernels_operators | nvidia_cuda,1,5649,0.0001770224818551956
performance | production_code | attention+model_implementation+speculative_decoding | amd_rocm,1,5649,0.0001770224818551956
performance | production_code+tests | attention+compilation+kernels_operators+kv_cache_data_movement+quantization | amd_rocm,1,5649,0.0001770224818551956
feature | production_code+tests | attention+model_implementation+speculative_decoding | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code+tests | kernels_operators+model_implementation+speculative_decoding | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code | kernels_operators+quantization | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code+tests | attention+kernels_operators+model_implementation | nvidia_cuda,1,5649,0.0001770224818551956
refactor | build+ci+developer_tooling+production_code+tests | kernels_operators | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code+tests | attention+compilation+model_implementation+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | model_implementation | amd_rocm,1,5649,0.0001770224818551956
build | build+production_code+tests | attention+kernels_operators+model_implementation | nvidia_cuda,1,5649,0.0001770224818551956
performance | production_code+tests | kernels_operators+moe+serving_api | nvidia_cuda,1,5649,0.0001770224818551956
feature | build+production_code+tests | attention+compilation+input_processing_multimodal+kernels_operators+model_implementation+moe+quantization+sampling | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code | serving_api+speculative_decoding | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | build+production_code+tests | compilation | nvidia_cuda,1,5649,0.0001770224818551956
refactor | production_code+tests | engine+reliability_observability | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code | model_implementation+speculative_decoding | intel_xpu,1,5649,0.0001770224818551956
bugfix | production_code | attention+kv_cache_data_movement | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code | distributed_execution+kernels_operators+model_implementation+moe+speculative_decoding | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code+tests | kernels_operators+quantization | amd_rocm,1,5649,0.0001770224818551956
feature | benchmarks+production_code | kernels_operators | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | developer_tooling+production_code | kernels_operators | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code+tests | kernels_operators+model_loading_layers | intel_xpu,1,5649,0.0001770224818551956
bugfix | production_code | compilation+distributed_execution+worker_model_runner | amd_rocm,1,5649,0.0001770224818551956
performance | ci+production_code+tests | engine+input_processing_multimodal | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code | lora | intel_xpu,1,5649,0.0001770224818551956
feature | ci+documentation_examples+production_code+tests | kv_cache_data_movement | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code | attention+kernels_operators+worker_model_runner | amd_rocm,1,5649,0.0001770224818551956
feature | production_code+tests | reliability_observability | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
test | ci+production_code+tests | serving_api | amd_rocm+cpu+nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code | moe | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code | attention+distributed_execution+kernels_operators | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code | attention+kernels_operators | amd_rocm+intel_xpu+nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code | attention+model_implementation+model_loading_layers+speculative_decoding | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code+tests | device_platform | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | benchmarks+production_code | configuration_shared_infrastructure+kernels_operators+moe+quantization | amd_rocm,1,5649,0.0001770224818551956
bugfix | ci+production_code+tests | input_processing_multimodal | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | scheduler+serving_api | backend_agnostic,1,5649,0.0001770224818551956
performance | production_code | worker_model_runner | amd_rocm,1,5649,0.0001770224818551956
bugfix | production_code | compilation+speculative_decoding | backend_agnostic,1,5649,0.0001770224818551956
performance | production_code | attention+distributed_execution+model_implementation+moe+reliability_observability | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code | attention+kernels_operators+kv_cache_data_movement+model_implementation | nvidia_cuda,1,5649,0.0001770224818551956
performance | production_code+tests | kernels_operators+model_loading_layers+moe | amd_rocm,1,5649,0.0001770224818551956
refactor | build+production_code+tests | attention+kernels_operators+model_implementation | nvidia_cuda,1,5649,0.0001770224818551956
feature | ci+documentation_examples+production_code+tests | serving_api | amd_rocm+cpu,1,5649,0.0001770224818551956
bugfix | documentation_examples+production_code | reliability_observability | backend_agnostic,1,5649,0.0001770224818551956
maintenance | production_code | worker_model_runner | intel_xpu,1,5649,0.0001770224818551956
bugfix | production_code+tests | kernels_operators+model_implementation+speculative_decoding+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
bugfix | documentation_examples+production_code+tests | speculative_decoding | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code | distributed_execution+reliability_observability | backend_agnostic,1,5649,0.0001770224818551956
build | benchmarks+build+documentation_examples+production_code+tests | input_processing_multimodal+model_implementation+model_loading_layers+sampling | amd_rocm+cpu+intel_xpu+nvidia_cuda,1,5649,0.0001770224818551956
test | production_code+tests | serving_api | cpu,1,5649,0.0001770224818551956
bugfix | ci+production_code+tests | sampling | amd_rocm+cpu,1,5649,0.0001770224818551956
maintenance | production_code | kv_cache_data_movement | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code+tests | attention+kernels_operators+kv_cache_data_movement+model_implementation+quantization | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
performance | benchmarks+production_code+tests | kernels_operators+model_loading_layers | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
feature | ci+production_code+tests | engine+kv_cache_data_movement+scheduler+serving_api | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code+tests | compilation+distributed_execution+quantization | nvidia_cuda,1,5649,0.0001770224818551956
performance | production_code | attention+distributed_execution+model_implementation+moe | backend_agnostic,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | model_loading_layers+serving_api+speculative_decoding+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code+tests | lora | intel_xpu,1,5649,0.0001770224818551956
refactor | production_code+tests | attention+device_platform+kernels_operators+kv_cache_data_movement+model_implementation | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
feature | build+production_code | moe | intel_xpu,1,5649,0.0001770224818551956
bugfix | build+production_code | attention+input_processing_multimodal+model_implementation | amd_rocm+cpu+intel_xpu+nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code | attention+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code+tests | attention+model_implementation+model_loading_layers+speculative_decoding | amd_rocm,1,5649,0.0001770224818551956
feature | build+production_code+tests | attention+compilation+kernels_operators+model_implementation+model_loading_layers+moe+speculative_decoding+worker_model_runner | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
